icao,name
HTMA,Mafia Island
HTMB,Mbeya
HTMD,Mwadui
HTMF,Mufindi
HTMG,Morogoro
HTMI,Masasi
HTMK,Mikumi
HTML,Malya
HTMO,Mombo
HTMP,Mpanda
HTMS,Moshi
HTMT,Mtwara
HTMU,Musoma
HTMW,Mwanza
HTMX,Mpwapwa
HTNA,Nachingwea
HTNJ,Njombe
HTNR,Ngara
HTOL,Htol
HTPE,Chake - Pemba
HTSD,Singida
HTSE,Same
HTSH,Mafinga
HTSN,Seronera
HTSO,Songea
HTSU,Sumbawanga
HTSY,Shinyanga
HTTB,Tabora
HTTG,Tanga
HTTU,Tunduru
HTUK,Ukerewe - Nansio
HTUR,Urambo
HTUT,Utete
HTUV,Uvinza
HTWK,West Kilimanjaro
HTZA,Kiembi Samaki - Zanzibar
HUAJ,Adjumani
HUAR,Arua
HUEN,Kampala - Entebbe
HUGU,Gulu
HUJI,Jinja
HUKB,Hukb
HUKF,Kabalega Falls
HUKS,Kasese Apt
HULI,Lira
HUMA,Mbarara
HUMI,Masindi
HUPA,Hupa
HUSO,Soroti
HUTO,Tororo
HWI,Hawk Inlet
HYL,Hollis - Clark Bay
I00,Monticello - Lake Shafer
I01,Lagrange - Dallas
I04,Moline - Quad
I06,Tulia City
I08,Big Creek Ranger Station
I10,Caldwell - Noble County
I16,Pineville - Kee
I17,Piqua
I18,Ravenswood - Jackson County
I20,Oaktown - Ed-Air
I22,Winchester - Randolph County
I23,Washington Court House - Fayette County
I26,Rock Island - Pautsch
I27,Elkader
I34,Greensburg Muni
I35,Harlan - Tucker Guthrie
I40,Coshocton - Richard Downing
I41,Huntington - Robert Newlon
I42,Paoli Muni
I44,Dayton - Dahio Trotwood
I45,Winchester - Wapshilla
I50,Stanton
I54,Tremont City - Mad River Airpark
I58,Angola - Crooked Lake
I61,Hagerstown
I63,Mount Sterling Muni
I64,Wakeman - Ortner
I66,Wilmington - Clinton
I67,Harrison - Cincinnati
I68,Lebanon - Warren
I69,Batavia - Clermont County
I71,Mc Connelsville - Morgan County
I72,Westfield
I73,Dayton - Moraine Air Park
I74,Urbana - Grimes
I75,Osceola Muni
I76,Peru
I80,Noblesville
I83,Salem Muni
I86,New Lexington - Ed Newlon
I91,Boonville
I92,Yellow Pine - Reed Ranch
I93,Hardinsburg - Breckinridge County
I95,Kenton - Hardin County
I96,Columbia Adair
I99,Alexandria
IA00,Menlo - Jukam
IA01,Oakland - Ridge
IA02,Sidney - Paradise Mountain
IA03,Iowa City - Blackberry Ridge
IA04,Decorah - Winneshiek Medical Center
IA05,Clarinda - Yaw-Hoo
IA06,Sioux Center
IA07,Northwood - Loken Farm
IA08,Lohrville - Riedesel Private
IA09,Grinnell Medical
IA10,Dubuque Mercyone
IA11,Indianola - Too Short
IA12,Gibson - Mggenas
IA13,Cherokee Medical
IA14,Orient - Petter
IA15,West Union - Hospital
IA16,Iowa City - Picayune
IA17,Janesville - Bluebird
IA18,Corwith - Besch
IA19,Chariton - Center
IA20,Indianola - Agrivation
IA21,Berkley - Knight
IA22,Albia - Monroe County Hospital
IA23,Guttenberg - Gaa Private
IA24,Oxford - Green Castle
IA25,Centerville Mercy
IA26,Nemaha - Davis
IA27,Blakesburg - Antique
IA28,Grundy Center County
IA29,Waterloo - Allen Meml Hospital
IA30,Zwingle - Kleis
IA31,Hampton - Beeds Lake
IA32,Crescent - Kelley
IA33,Stuart City
IA34,Oskaloosa - Mahaska County Hospital
IA35,Council Bluffs - Ruckl
IA36,Creston - Mercer
IA37,Ida Grove - Horn Meml Hospital
IA38,Clear Lake - Plain Ol'
IA39,Rock Rapids - Hospital
IA40,Sibley - Osceola Community Hospital
IA41,Indianola - Laverty
IA42,Hudson - Ritel Copter Airstrip
IA43,Adair - Stagecoach
IA44,Lamoni - Solly
IA45,Marcus - Willie'S Bomber Patch
IA46,Corydon - Wayne County Hospital
IA47,Mason City North
IA48,Polk City - Kern
IA49,Mt Ayr - Ringgold County
IA50,New Hampton Mercyone
IA51,Northwood - Holt Farms
IA52,Anamosa - Jones
IA53,Dyersville Mercyone
IA54,Dubuque - Anderson
IA55,Harlan - Myrtue Meml Hospital
IA56,Farrar
IA57,Oelwein - Mercy Hospital
IA58,Whiting - B 8 Farms
IA59,Hornick - Carr
IA60,Guttenberg
IA61,Winterset - Hall Farms
IA62,Cresco - Matthias
IA63,Oskaloosa - Edgren
IA64,Iowa Methodist
IA65,Maquoketa - Jackson County
IA66,Cedar Falls Mercyone
IA67,Atlantic - Hospital
IA68,Stockton - Workman
IA69,Marcus - Sand
IA70,Buffalo Center - Friesenborg & Larson
IA71,Indianola
IA72,Cedar Rapids - Mercy Hospital
IA73,Cedar Rapids - Emergency
IA74,Fort Dodge - Trinity
IA75,Waterloo Mercyone
IA76,Winterset - Elf Run
IA77,Elkhart - Bascom
IA78,Vinton - Virginia Gay Hospital
IA79,Emmetsburg - Hospital
IA8,Dyersville
IA80,Waukon - Veterans Meml Hospital
IA81,Davenport - Genesis Medical Center
IA82,Des Moines - Private
IA83,Livermore - Kohlhaas
IA84,Lawton
IA85,Indianola - Tuinstra
IA86,Indianola - Hedgewood Landing
IA87,Grimes - Robel
IA88,Mc Causland - Quiet Valley
IA89,Woodward
IA90,Humboldt County
IA91,Red Oak - Montgomery County Meml
IA93,Missouri Valley - Olsen
IA94,Sheffield - Sj
IA95,Webster City - Hcph
IA96,Primghar
IA97,La Porte City - Nichols
IA98,Iowa Lutheran
IA99,Spirit Lake - Lakes
IBN,Nabesna - Devils Mountain Lodge
ID00,Caldwell - Hubler
ID01,Clark Fork - Cx Ranch
ID02,Coeur D'Alene Resort
ID03,Coeur D'Alene - Kootenai Health
ID04,Murphy - Canyon
ID05,Athol - Hackney
ID06,Atlanta - Lazy H Ranch
ID07,Post Falls - Nichols Ranch
ID08,New Meadows - Price Valley Helibase
ID09,Hill City - S Bar Ranch
ID10,Marsing - Weitz
ID11,Stites - Southfork River Ranch
ID12,Riverside - Russell W Anderson
ID13,St Maries - Sky Island Ranch
ID14,St Maries - Benewah Community Hospital
ID15,Victor - Teton Springs
ID16,Bellevue - Sluder Airstrip
ID17,Council - Seven Devils
ID18,Idaho Falls - Eirmc
ID19,Sandpoint - Bird Nr 2
ID20,Post Falls - Hubof'S
ID21,Hauser Lake - Smith Ranch
ID22,Spirit Lake - Treeport
ID23,Worley - Rock Creek Farm
ID24,Sagle - Timber Basin
ID25,Sandpoint - Olmstead Sky Ranch
ID26,Mayfield - P And R
ID27,Coeur D'Alene - Hawk Haven
ID28,Dixie - Mackay Bar
ID29,Orofino - Big Island
ID30,Ketchum - Everett Ii
ID31,Cascade - Bens Ranch
ID32,Clark Fork - Tuka
ID33,Clarkia - Stocking Meadows
ID34,American Falls - District
ID35,Cascade - High Valley
ID36,Moore - Park
ID37,Lewiston - Joseph'S
ID38,Hauser Lake - Sutherland
ID39,Stanley - Hell Roaring Ranch
ID40,Marsing - Sunrise Skypark
ID41,Yellow Pine - Stibnite
ID42,Bruneau - Poplar Point
ID43,Coeur D'Alene - Carlin Bay
ID44,Cascade - Hidden Lakes
ID45,Slickpoo
ID46,Ahsahka - Dworshak
ID47,Huston - Whelan'S
ID48,Athol - Western Spur
ID49,Boise St
ID50,Carmen - Flying Coyote Ranch
ID51,Kooskia - Battle Ridge Butte
ID52,Salmon - 40 Acre Airstrip
ID53,Rupert - Minidoka Meml Hospital
ID54,Sandpoint - Bottle Bay
ID55,Cascade Medical
ID56,Mackay - Star 'S' Ranch
ID57,Lewiston - Red Bird
ID59,Lake Fork - Flying A Ranch
ID60,Moscow - Fountains
ID61,Priest River - Valenov Ranch
ID62,Grace - Simpson
ID63,Emmett - Reek Ranch
ID64,Pocatello - Portneuf Medical Center
ID65,Coeur D'Alene - Driftwood Air Ranch
ID66,Orofino - Clearwater Valley Hospital
ID67,Horseshoe Bend - Sands
ID68,Kuna - Green Acres
ID69,Sun Valley
ID70,Fairfield Ranch
ID71,Coeur D'Alene - Big Country
ID72,Irwin - Huskey
ID73,Coeur D'Alene - Rockford Bay
ID74,Cascade - Sulphur Creek Ranch
ID75,Clark Fork - Riverlake
ID76,Donnelly - Elk Ridge
ID77,Cambridge - Cuddy Meadows
ID78,Clark Fork - 2
ID79,Nampa - Sky Ranch
ID8,Challis - Marble Creek
ID80,Caldwell - West
ID82,Picabo
ID83,Lewiston - Bighorn
ID84,Headquarters
ID85,Elk River
ID86,Cascade - Dam Airstrip
ID87,Idaho Falls - Rainbow Ranch
ID88,Hill City - Tracy Ranch
ID89,Carmen - Lindberg Private
ID90,Greenleaf
ID91,Boise - St
ID92,Star - Foster
ID93,Twin Falls - Fecundity Farm Strip
ID94,Troy - Llc
ID95,Horseshoe Bend - Airstrip
ID96,Donnelly - Bear Air
ID97,Mackay - Wetcreek
ID98,Coeur D'Alene - Scanlon
IG00,Angola - Cameron Hospital
IG01,Indianapolis - Iwc
IG02,Lafayette - Ratcliff
IG03,Paragon - Bluebird
IG04,Versailles - Litzinger
IG05,Knox - Wheeler
IG06,Lafayette - Wolfelt
IG07,Moores Hill - Josephs Fld
II01,Bluffton - Grandlienard-Hogg
II02,Butler - Kline
II03,Milan - Buell
II04,Brook
II05,Akron - Woodcock
II06,Cadiz - Ferrell
II07,Cloverdale - Clover Knoll
II08,Earl Park - Rheude
II09,Eminence - Patrum
II10,Galveston - Rockey
II11,Grabill - Pelz Port
II12,Grass Creek - Dague Strip
II13,Markleville - Park
II14,Huntington - Beck Private
II15,Kewanna - Friedrich
II16,Angola - Pigeon
II17,Knox - Bickel'S Cow Patch
II18,La Crosse - Lou Abbett Farms
II19,Lafayette - Etter
II20,Liberty Center - Mossburg
II21,Ligonier - Zollinger Strip
II22,Medaryville - Antonian
II23,Shelbyville - Hospital
II25,Spencer - Timber Trails
II26,Remington - Ashby
II27,Arcadia - Ward
II28,Leo - Stettler Strip
II29,Greencastle - Owens
II30,Carlisle - Ridgway Flying Service
II31,Essex - Jurassic Landings
II32,Chandler - Raceway
II33,Charleston - Eickholtz
II34,Clay City - Booe
II35,Danville - Lindley Private
II36,Fountaintown - Neil
II37,Greenfield - Arthur
II38,Lapaz - Sherk
II39,Francisco - Hollingsworth
II40,Francisco - Hopkins Farms
II41,Clinton Power
II42,Noblesville - Creekside Farm
II43,Granger - C V
II44,Knox - Northwest Health Starke
II45,Hatfield - Renshaw
II49,Lamar - Foertsch
II50,Lewisville - Jack Oak
II51,Ligonier - Hull
II52,Lizton - Haffner
II53,Madison - Burke'S
II54,Madison - Giltner
II55,Martinsville - Hodges
II56,Kokomo - Rgnl
II57,Merrillville - Nipsco Southlake Complex
II59,Newport - Strip
II62,Plymouth - Berger
II65,Rensselaer - Gilmore
II67,Hartford City - Hickory Hills
II68,Russellville - Durham
II69,Scottsburg - Harrod/Rose
II70,Sharpsville - Salsbery
II71,St. Paul - Smith
II72,Sunman - Anderson
II73,Union City - Strip
II74,Wakarusa - Eby
II75,Warren - Daugherty
II76,Medora - Clay Hill Farms
II77,Albany - Finney'S
II78,Wilkinson - Wallace
II79,Winamac - Sommers
II81,Winslow - Richardson
II82,Danville - Meadors
II83,Brownsburg - Bramble
II84,Mount Vernon - Hilakos
II85,Decatur - Blomenberg
II86,Noblesville - Poole
II87,Martinsville - Twelve Oaks
II88,Kokomo St
II89,St Wendel - Lockyear
II9,Hagerstown - Wilbur Wright Birthplace
II90,North Judson - Crawford
II91,Pittsboro - Dunbar
II92,Rolling Prairie - Layden
II93,Bargersville - Bronson
II94,Noblesville - Irion
II95,Bourbon - Rust'S Landing
II96,Haysville - Buchta
II97,Shelbyville - Skeeter Landing
II98,Sullivan - Shrum
II99,Walkerton - Drake
IL00,Danville - Welch
IL01,Abingdon - Wolford'S
IL02,Zion - Herbert C Maas
IL03,Hoffman Estates - Center
IL04,Peoria - Carle Health Methodist
IL05,Effingham - Shumway Innernational
IL06,Hopedale Medical
IL07,Amboy - Taylor
IL08,Barrington - Hospital
IL09,Amboy - Albrecht 2
IL10,Pinckneyville Community
IL11,Antioch - Donald Alfred
IL12,Arenzville - Kinsey
IL13,Arlington - Funfsinn
IL14,Bloomington - Stark
IL15,Bushnell - Runyan Aviation
IL16,Lawrenceville - Klein-Oneal
IL18,Crystal Lake
IL20,Springfield - Center
IL21,Aurora - Center
IL22,Mendota Grandpa'S
IL23,Davis - Ellis
IL24,New Berlin - Rla
IL25,Normal - Center
IL26,Vandalia - Hospital
IL27,Lane - Sugar Hollow
IL28,Apple River - Foster
IL29,Murrayville - Yates
IL31,Atwood - Cooch Landing Area
IL32,Hammond - Adkisson
IL33,Mc Leansboro - Hamilton County Coal
IL34,Belvidere - Henderson
IL35,Goodfield - Earlybird
IL36,Belvidere - Bob Walberg Fld
IL38,Big Rock - J Maddock
IL39,Kansas - Perry
IL40,Bloomington - Center
IL41,Rochelle Community
IL42,Woodstock - Centegra Hospital
IL43,Mattoon - Rural King Supply
IL44,Fox Lake - Arrow
IL45,Manito - Inc
IL46,Wilmington - Adar Ridgeport
IL47,Freeport Dornink
IL48,St Jacob Metro/East/Shafer
IL49,Manito - Desutter Farm
IL50,Carthage - Meml Hospital
IL51,Campus - Aero Acres
IL52,Carthage - Williams
IL53,Steward - Durin
IL54,Table Grove - Richmond
IL55,Earlville - Younglove/Otterbach
IL56,Champaign - Mc Culley
IL57,Bloomington - Cottonwood
IL58,Princeton - Jonathan
IL59,Channahon - Chicago
IL60,Genoa - Idlas
IL61,Grantsburg - Vienna Correctional Center
IL63,Chenoa - Mays Aviation
IL64,Lincoln - Martin
IL65,Little York - Trail
IL66,Highland - Joseph'S
IL67,Ina - Facility
IL68,Morris - Nettle Creek Landings
IL69,Chicago - Hdqtrs
IL70,Chicago - Wgn-Tv
IL71,Hurst - Dury Estates
IL72,Lostant - Entwistle
IL74,Huntley - Northwestern Medical Hospital
IL75,Chicago - John H
IL76,Walnut - Wilt
IL77,Chicago/Oak Lawn/ - Center
IL78,Kankakee - Benoit
IL79,Chicago - Resurrection Medical Center
IL80,De Land - Flying Illini
IL81,Clifton - Berns
IL82,Clinton - Martin
IL83,Walnut - Fisch
IL84,Colusa - Douglas
IL85,Kaneville - Oakfield
IL86,Beardstown - Krohe
IL87,Compton - W Davis
IL88,Compton - Earl Barnickel
IL89,Galesburg Osf
IL91,Columbia - Sackman
IL92,Harvey - Meml
IL93,Creston - Hendrickson Flying Service
IL94,Atlanta - Hoblit Farms
IL95,Custer Park - Corn
IL97,Mazon - Harford
IL98,Joliet - Chicagoland Speedway
IL99,Earlville - B & C
IN0,Stroh - Turkey
IN00,Montmorenci - Sutton
IN01,Bargersville - Kephart
IN02,Seymour - Green Acres
IN03,Petersburg - Alford
IN04,Kouts - Sojourner
IN05,Rushville - Stevens Farms
IN06,Indianapolis - Methodist Hospital Helistop
IN07,Marysville - Twin Lakes
IN08,Jasonville - Shakamak
IN09,Greenfield - Schleter
IN10,Kewanna - Plummer
IN11,Bourbon - Arrowhead Farm
IN12,Connersville - Dungan
IN13,Cedar Lake - Bianchi
IN14,Lanesville - Greenridge
IN15,Vincennes - T & T
IN16,Crown Point
IN17,Linton - Hospital
IN18,Harlan - Hook
IN19,Crown Point Franciscan
IN2,Jamestown - Snow Lake
IN20,Martinsville - Jungclaus
IN21,Francesville - Gutwein
IN22,Mooresville - Berling
IN23,Mount Vernon - Zeller Elev Company
IN24,Michigan City Franciscan
IN25,Jamestown - Hood
IN26,Milan - Mcpherson
IN27,Francesville - Culp
IN28,Munster
IN29,Otterbein - Durflinger
IN3,Mount Vernon - Posey Patch
IN30,Patoka - Hull
IN31,Pendleton - Hanna
IN32,Francesville - Hallmark
IN33,Peru - Robison
IN34,Goshen - Countryview
IN35,Greensburg - Hospital
IN36,Evansville - Plugger
IN37,Elletsville - Creekbend
IN38,North Liberty - Stewarts Green Acres
IN39,Lake Village - Blackhawk
IN4,Leo-Cedarville
IN40,Munster Franciscan
IN41,Union Mills - Flying U Ranch
IN42,Bremen - Hackbarth
IN43,Pekin - Spring Lake
IN44,Salem - Habermel
IN45,Roachdale - 4 Winds Aerodrome
IN46,Rockville - Butler
IN47,Richmond - White
IN48,Brazil - St
IN49,Shelbyville - Pherigo
IN5,Woolcottville - Adams Lake
IN50,Scottsburg - Beechwood Flying
IN51,Sheridan - Windy Knoll
IN52,Speedway - 500
IN53,Spencer - Miller
IN54,Culver - I & C
IN55,Veedersburg - Songer
IN56,Muncie - Carroll'S
IN57,Farmersburg - Shure
IN58,Martinsville - Mattingly
IN59,Newburgh - Jerry W Humphrey
IN6,Hudson Lake
IN60,Westfield - Wilderness
IN61,Wheatfield - Flying J
IN62,Churubusco - Tropria
IN63,Eaton - Horizon
IN64,Bargersville - Beck
IN65,Shipshewana - Wolfe
IN66,Clear Lake
IN67,South Bend - Granger Hospital
IN68,Richmond - Reid Hospital
IN69,Monterey - Blackmon
IN7,Cedar Lake
IN70,Chesterton - Bodin
IN71,Columbia City - Plew
IN72,Union Dale - Mayer
IN73,Carmel - Clarion
IN74,Muncie - Ball Meml Hospital
IN75,Middlebury - Blairport
IN76,Denham - Podell
IN77,Brownsburg - Dotlich
IN79,Gary - Methodist Hospital Northlake
IN80,English - Roberson
IN81,Carthage - Small
IN82,Granger - Foos
IN83,Hamilton - Lautzenhiser
IN84,Martinsville - Iu Health Morgan
IN85,Huntington - Bowlin
IN86,Knox - Wilson
IN87,Knox - Singleton'S Landing Strip
IN88,Cloverdale - Sanders Gyroport
IN89,Wabash Parkview
IN9,North Webster
IN90,Lowell - Wietbrock
IN91,Maples - Valhalla
IN92,Vincennes - Klein
IN93,New Carlisle - Hustons
IN94,Lawrenceburg - Dearborn County Hospital
IN95,Newburgh - Gateway Hospital
IN96,Logansport - Meml Hospital
IN97,Fort Wayne - Parkview
IN98,Finly - Farm Strip
IN99,Morgantown - Donica
IS00,Lowpoint - Jay Schertz Farm
IS01,Carlinville - Denby
IS02,Watseka - Dietchweiler
IS08,Summum - Curless
IS09,Glendale Heights - Center
IS13,Dudley - Bussart
IS15,Esmond - Vodden
IS16,Anna - Stolport
IS18,Minonk - Jerry Lay
IS19,Pecatonica - Carlson
IS20,Elgin - St
IS21,Staunton Community
IS22,Urbana - Agency
IS23,South Elgin - Turner
IS24,Ramsey - Harris
IS26,Farmer City - Niklaus
IS27,Nokomis
IS29,Streator Osf
IS30,Olympia Fields
IS33,Staunton - Willhoit
IS34,Lawrenceville - Piper'S Landing
IS37,Stockton Apt
IS38,Murphysboro - St
IS39,Winfield - Central
IS40,Monroe Center - Eudy
IS41,Newark - Vogen
IS43,Villa Glove - Riggins Farms
IS44,Pittsfield - Illini Community Hospital
IS45,Quincy - Mast
IS46,Sterling - Cgh Medical Center
IS47,Sycamore - Willis
IS48,Ullin - 22
IS49,Peru - Saint Elizabeth Medical
IS51,Carthage - Schilson
IS52,Donovan - Russell
IS54,Stonington - Mc Christy
IS55,La Harpe - Morton
IS56,Timewell - Herren
IS57,Marengo - Wind Rose Farm
IS59,Kirkland - Rotstein
IS60,Medora - Nixon Restricted Landing
IS62,Spring Bay - John D Rennick
IS63,De Kalb - Hoffman
IS64,Gridley - Kuntz
IS65,Sandwich - Woodlake Landing
IS66,Pontoosuc - Rhea
IS67,Princeton - Center
IS69,Meredosia - Kloker
IS71,Shirland - Koch
IS73,New Bedford - Woodley Aerial Spray
IS77,Witt - Rla Restricted Landing
IS78,Pecatonica - Early Merkel
IS79,Crystal Lake - Jackson
IS80,De Kalb - Uncle Chuck'S
IS81,Alsip
IS82,Greenfield - Area
IS83,Belvidere - Untied Acres
IS85,Patterson - Newton
IS86,Buckingham - Hendrix
IS88,Danville - Melody
IS89,Watseka - Iroquois Meml Hospital
IS93,Rock City Intl
IS94,Sandwich - Johnson
IS95,Sheridan - Harrington Farms
IS96,Urbana - Carle Hospital
IS97,Moline Trinity
IS99,Wolf Lake
JB01,Wisconsin Dells - Clearwater Aero Estates
JLA,Cooper Landing - Quartz Creek
JY00,Fairfield - Pio Costa Enterprises
JY01,Flemington - Hunterdon Medical Center
JY02,Mount Olive - Trade Zone
JY04,Green Creek - Paramount Air
JY06,Bedminster - The Farm
JY07,Stewartsville - Air-List-Ads
JY08,Woodstown - Var-Sky
JY11,Stratford Jefferson
JY14,Freehold - Halka
JY15,Medford - My Girls Helistop
JY16,Phillipsburg - Merrill Creek Reservoir
JY17,Shiloh - Woodcrest Farms Airstrip
JY18,Vincentown - Warren Hopely
JY21,New Jersey - Turnpike
JY24,Allamuchy - Weiss Farm
JY25,Gladstone - Liberty Cross Landing
JY27,Great Meadows - White Willow
JY28,Pomona - Atlantic
JY31,Bridgeton - Wide Sky
JY32,Leesburg - Bayside State Prison
JY34,Bernards Township - Verizon
JY35,Brick - Allen'S
JY36,Newton - Mianecki
JY39,Salem - Rainbow'S End
JY42,Frenchtown - Mabel'S
JY43,West Milford - Hill Top
JY64,Camden - Hospital
JY73,Vincentown - Red Lion
JY79,Atlantic City - Oceans Casino Resort
K00C,Durango - Animas Air Park
K00F,Broadus
K00M,Bay Springs - Thigpen
K00R,Livingston Muni Apt
K00U,Hardin - Big Horn County
K01,Auburn - Farington
K01G,Perry Warsaw
K01M,Belmont - Tishomingo County
K02A,Clanton - Chilton County
K02C,Brookfield - Capitol
K02G,East Liverpool - Columbiana County
K03,Long Lake Sagamore
K03B,Mansfield Muni Apt
K03D,Memphis Mem
K04A,Luverne - Frank Sikes
K04G,Youngstown - Lansdowne
K04M,Pittsboro - Calhoun County
K04W,Hinckley - Fld
K04Y,Hawley
K05C,Griffith Merrillville
K05D,New Town
K05U,Eureka Apt
K06,Beardstown Greater
K06A,Tuskegee - Moton
K06C,Chicago/Schaumburg
K06D,Rolla
K06M,Eupora
K06N,Middletown - Randall
K06R,Bellville - Grawunder
K06U,Jackpot
K06Y,Herman
K07,Rolla Downtown
K07A,Union Springs - Franklin
K07F,Gladewater
K07K,Central City
K07R,Bishop
K07V,La Veta
K08,Holly
K08A,Wetumpka
K08C,Jenison - Riverview
K08D,Stanley Muni
K08F,Coalgate
K08K,Harvard
K08M,Carthage
K09,Piseco
K09A,Butler Choctaw
K09J,Jekyll Island
K09K,Sargent
K09M,Charleston
K09R,Woodville - Tyler County
K0A2,Calhoun Falls - Hester
K0A3,Smithville Muni Apt
K0A4,Johnson City
K0A7,Hendersonville
K0A8,Centreville - Bibb County
K0A9,Elizabethton
K0B1,Bethel
K0B4,Hartington
K0B5,Montague - Turners Falls
K0B8,Fishers Island - Elizabeth
K0C0,Harvard - Dacy
K0C4,Pender
K0D8,Gettysburg Muni
K0E0,Moriarty
K0E8,Crownpoint
K0F2,Bowie
K0F3,Spirit Lake
K0F4,Loup City
K0F7,Eufaula - Fountainhead Lodge
K0F9,Tishomingo
K0G3,Tecumseh
K0G6,Bryan - Williams County
K0G7,Seneca Falls - Finger Lakes
K0H1,Wakeeney
K0I2,Brazil
K0I8,Cynthiana
K0J0,Abbeville
K0J4,Florala
K0J9,Utica - Flying V
K0K7,Humboldt Muni Apt
K0L7,Jean
K0L9,Overton - Echo Bay
K0M0,Dumas - Billy Free
K0M1,Parsons - Scott
K0M2,Tiptonville - Reelfoot Lake
K0M3,Hohenwald - Paul Bridges
K0M4,Camden - Benton County
K0M5,Waverly - Humphreys County
K0M8,Lake Providence - Byerley
K0M9,Delhi
K0O2,Baker
K0O4,Corning Muni Apt
K0O9,Gasquet - Ward
K0Q3,Schellville/Sonoma
K0Q5,Shelter Cove
K0R0,Columbia Marion
K0R1,Atmore
K0R4,Vidalia - Concordia Parish
K0R5,Winnfield - David G Joyce
K0R6,Hampton Muni
K0R7,Coushatta - The Red River
K0S0,Lind
K0S7,Oroville - Dorothy Scott
K0S9,Port Townsend - Jefferson County
K0U9,Midvale - Lee Williams
K0V3,Minden - Pioneer Village
K0V4,Brookneal
K0V6,Mission
K0V7,Kayenta
K0VG,Jonesville - Lee County
K0W3,Churchville - Harford County
K10C,Greenwood/Wonder Lake - Galt
K10G,Millersburg - Holmes County
K10U,Owyhee
K10X,Uvalde - Ox Ranch
K11,Claremore - Sam Riggs Airpark
K11A,Clayton
K11R,Brenham
K11S,Sekiu
K11V,Greeley - Easton/Valley View
K12A,Greenbrier - Arkavalley
K12D,Tower
K12G,Shelby
K12J,Brewton
K12K,Superior
K12N,Andover - Aeroflex
K12V,Milton - Ona
K12Y,Le Sueur
K13C,Lakeview
K13K,Eureka - William M. Milliken
K14A,Mooresville - Lake Norman
K14F,Hamlin
K14G,Fremont
K14J,Elba - Carl Folsom
K14M,Hollandale
K14Y,Long Prairie - Todd
K15,Osage Beach Grand
K15F,Haskell Muni
K15J,Adel - Cook County
K15M,Iuka
K16,Rome - Becks Grove
K16D,Perham
K16G,Tiffin - Seneca County
K16J,Dawson
K16S,Myrtle Creek
K16X,Justin - Propwash
K17,Montezuma Muni
K17G,Bucyrus
K17J,Donalsonville
K17K,Boise City
K17M,Magee
K17N,Cross Keys
K17V,Haxtun
K18A,Canon - Franklin County
K18I,Pine Knot - Mc Creary County
K18T,Tatum
K18V,Hudson - Platte Valley
K19,Albany Muni
K19M,Lexington - C. A. Moore
K19N,Berlin - Pine Valley
K19S,Sublette
K1A0,Chattanooga - Dallas
K1A3,Copperhill - Martin Campbell
K1A4,Samson - Logan
K1A5,Franklin - Macon County
K1A6,Middlesboro
K1A7,Gainesboro - Jackson County
K1A9,Prattville
K1B0,Dexter
K1B1,Hudson - Columbia County
K1B6,Hopedale Industrial
K1B9,Mansfield Muni Apt
K1BT,Bonne Terre
K1C1,Paxton
K1C5,Bolingbrook - Clow
K1D1,Milbank
K1D3,Platte
K1D6,Hector
K1D7,Webster - The Sigurd Anderson
K1D8,Redfield
K1F0,Ardmore
K1F4,Madill
K1F5,Hoxie
K1G0,Bowling Green - Wood County
K1G1,Elyria
K1G3,Kent
K1G4,Peach Springs - Grand Canyon West
K1G5,Medina
K1H0,St Louis - Creve Coeur
K1H2,Effingham
K1H3,Linn
K1H5,Willow Springs
K1H6,Tulsa - Harvey Young
K1H8,Casey
K1I5,Freehold
K1I7,Clinton Apt
K1I9,Delphi
K1J0,Bonifay - Tri-County
K1J6,Deland - Bob Lee Flight
K1K1,Benton - Lloyd Stearman
K1K2,Lindsay Muni
K1K4,Goldsby - David Jay Perry
K1K5,Waynoka
K1K7,Fredonia
K1K8,Ketchum - South Grand Lake
K1K9,Satanta
K1KS,Pleasanton - Linn County
K1L1,Panaca - Lincoln County
K1L3,Searchlight
K1L7,Escalante
K1L8,Hurricane - Dick Stout
K1L9,Parowan
K1M2,Belzoni
K1M4,Haleyville - Posey
K1M5,Portland - Douglas Hunter
K1M7,Fulton
K1M9,Cadiz - Lake Barkley State
K1MO,Mountain Grove
K1N1,Edgewood - Sandia
K1N7,Blairstown
K1O1,Grandfield
K1O2,Lakeport - Lampson
K1O3,Lodi
K1O4,Thomas
K1O5,Montague
K1O8,Tipton
K1Q2,Susanville - Spaulding
K1Q4,Tracy - New Jerusalem
K1QK,Quinter - Gove County
K1R1,Jena Apt
K1R4,Woodworth
K1R7,Brookhaven
K1R8,Bay Minette
K1S2,Darrington
K1S3,Forsyth - Tillitt
K1S5,Sunnyside
K1S6,Priest River
K1S9,Chewelah
K1T7,San Antonio - Kestrel
K1U2,Mud Lake
K1U7,Paris - Bear Lake County
K1V0,Navajo Dam
K1V2,Hyannis - Grant County
K1V6,Canon City - Fremont County
K1V8,Center - Leach
K1W1,Camas - Grove
K1X1,Higgins
K1Y5,New Hampton
K20A,Oneonta - Robbins
K20M,Macon Muni
K20N,Kingston Ulster
K20R,Crystal City
K20U,Beach
K20V,Kremmling - Elroy
K21D,St Paul - Lake Elmo
K21F,Jacksboro
K22,South Hutchinson - Mills
K22F,Jayton - Kent County
K22I,Mc Arthur - Vinton County
K22M,Pontotoc
